path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
emoji.zodiac.ophi	p1322-path-emoji.zodiac.ophi	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.ophi), repr(emoji.zodiac.ophi)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.ophi		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.ophi
emoji.zodiac.pisces	p1322-path-emoji.zodiac.pisces	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.pisces), repr(emoji.zodiac.pisces)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.pisces		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.pisces
emoji.zodiac.sagit	p1322-path-emoji.zodiac.sagit	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.sagit), repr(emoji.zodiac.sagit)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.sagit		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.sagit
emoji.zodiac.scorpio	p1322-path-emoji.zodiac.scorpio	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.scorpio), repr(emoji.zodiac.scorpio)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.scorpio		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.scorpio
emoji.zodiac.taurus	p1322-path-emoji.zodiac.taurus	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.taurus), repr(emoji.zodiac.taurus)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.taurus		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.taurus
emoji.zodiac.virgo	p1322-path-emoji.zodiac.virgo	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.virgo), repr(emoji.zodiac.virgo)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.virgo		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.virgo
math.Omega.inv	p1322-path-math.Omega.inv	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.Omega.inv), repr(math.Omega.inv)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.Omega.inv		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.Omega.inv
math.Theta.alt	p1322-path-math.Theta.alt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.Theta.alt), repr(math.Theta.alt)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.Theta.alt		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.Theta.alt
math.acute.double	p1322-path-math.acute.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.acute.double), repr(math.acute.double)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.acute.double		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.acute.double
math.amp.inv	p1322-path-math.amp.inv	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.amp.inv), repr(math.amp.inv)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.amp.inv		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.amp.inv
math.and.big	p1322-path-math.and.big	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.and.big), repr(math.and.big)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.and.big		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.and.big
math.and.curly	p1322-path-math.and.curly	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.and.curly), repr(math.and.curly)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.and.curly		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.and.curly
math.and.dot	p1322-path-math.and.dot	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.and.dot), repr(math.and.dot)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.and.dot		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.and.dot
math.and.double	p1322-path-math.and.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.and.double), repr(math.and.double)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.and.double		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.and.double
math.angle.acute	p1322-path-math.angle.acute	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.angle.acute), repr(math.angle.acute)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.angle.acute		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.angle.acute
math.angle.arc	p1322-path-math.angle.arc	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.angle.arc), repr(math.angle.arc)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.angle.arc		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.angle.arc
math.angle.arc.rev	p1322-path-math.angle.arc.rev	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.angle.arc.rev), repr(math.angle.arc.rev)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	math.angle.arc.rev		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-math.angle.arc.rev
